NAME,T,GENE,t0,t1
YJR092W,15,BUD4,0.39,-0.47
YGR152C,15,RSR1,-1.34,-0.64
YDR461W,15,MFA1,0.42,0.79
YOL012C,15,HTA3,,
YMR199W,15,CLN1,-0.58,-0.58
YLR182W,15,SWI6,-0.49,0.47
YAL040C,15,CLN3,0.36,-0.26
YDL056W,15,MBP1,0.84,1.13
YLR210W,15,CLB4,-0.96,-0.61
YGR099W,15,TEL2,-0.02,-0.76
YMR078C,15,CTF18,1.12,0.84
YDR225W,15,HTA1,-0.97,-1.06
YLR274W,15,CDC46,-0.27,0.36
YLR131C,15,ACE2,-0.42,0.29
YPR120C,15,CLB5,0.02,0.08
YPR034W,15,ARP7,-0.13,0.32
YDR224C,15,HTB1,-1.17,-1.24
YMR076C,15,PDS5,0.3,0.04
YLR286C,15,CTS1,-0.85,-0.73
YGR143W,15,SKN1,0.76,0.15
YDR146C,15,SWI5,0.34,1.49
YLR300W,15,EXG1,-0.69,-1.66
YDL127W,15,PCL2,-0.66,0.26
YMR043W,15,MCM1,0.03,0.75
YLR353W,15,BUD8,0.74,-0.43
YGR109C,15,CLB6,-0.01,0.55
YDL227C,15,HO,0.28,0.15
YML064C,15,TEM1,-0.13,0.61
YDL179W,15,PCL9,,
YDL101C,15,DUN1,-0.01,-0.06
YDR507C,15,GIN4,1.2,0.14
YBL003C,15,HTA2,-0.44,-1.15
YBR133C,15,HSL7,0.34,-0.14
YKL113C,15,RAD27,,
YBL002W,15,HTB2,-0.36,-0.16
YBR083W,15,TEC1,-0.45,1.73
YER070W,15,RNR1,,
YKL185W,15,ASH1,-0.46,1.31
YMR307W,15,GAS1,-0.02,-1.37
YNL145W,15,MFA2,0.58,0.12
YER001W,15,MNN1,-0.88,-0.48
YKL209C,15,STE6,1.0,0.52
YHL028W,15,WSC4,0.8,0.97
YER095W,15,RAD51,-0.8,-0.98
YNL068C,15,FKH2,,
YPL127C,15,HHO1,-0.77,-1.14
YKL096W,15,CWP1,0.24,-1.02
YHR061C,15,GIC1,0.03,-0.83
YLR079W,15,SIC1,-0.42,0.45
YNL192W,15,CHS1,,
YEL032W,15,MCM3,0.29,0.61
YDL003W,15,MCD1,-0.81,-0.08
YLR103C,15,CDC45,0.15,-0.16
YPL256C,15,CLN2,-0.85,-0.85
YPR119W,15,CLB2,0.66,1.2
YNL172W,15,APC1,0.36,0.29
YIL026C,16,IRR1,0.04,-0.3
YPL127C,16,HHO1,-1.14,-0.85
YHR061C,16,GIC1,-0.83,-0.74
YGL201C,16,MCM6,0.32,0.26
YPL256C,16,CLN2,-0.85,-0.21
YGR143W,16,SKN1,0.15,0.68
YPR034W,16,ARP7,0.32,-0.33
YGR099W,16,TEL2,-0.76,
YHL028W,16,WSC4,0.97,0.91
YHR152W,16,SPO12,,
YPL116W,16,HOS3,-0.02,0.19
YGR014W,16,MSB2,-0.79,0.18
YAL040C,16,CLN3,-0.26,0.11
YGR092W,16,DBF2,1.11,0.03
YGR152C,16,RSR1,-0.64,-0.82
YBL002W,16,HTB2,-0.16,-0.57
YGR041W,16,BUD9,-0.05,0.11
YDL179W,16,PCL9,,
YIL050W,16,PCL7,0.12,-0.17
YKL209C,16,STE6,0.52,
YEL032W,16,MCM3,0.61,0.4
YNL068C,16,FKH2,,
YLR079W,16,SIC1,0.45,-0.4
YPR119W,16,CLB2,1.2,-0.07
YDL003W,16,MCD1,-0.08,-0.57
YLR103C,16,CDC45,-0.16,0.39
YDR507C,16,GIN4,0.14,
YMR307W,16,GAS1,-1.37,-0.76
YLR131C,16,ACE2,0.29,-0.22
YDL055C,16,PSA1,-0.72,-1.31
YDR461W,16,MFA1,0.79,0.72
YMR199W,16,CLN1,-0.58,-0.28
YLR182W,16,SWI6,0.47,-0.31
YPR159W,16,KRE6,-1.42,0.03
YPR120C,16,CLB5,0.08,0.24
YDL056W,16,MBP1,1.13,1.27
YLR353W,16,BUD8,-0.43,0.06
YDL227C,16,HO,0.15,0.36
YMR043W,16,MCM1,0.75,-0.8
YLR300W,16,EXG1,-1.66,-0.31
YDL127W,16,PCL2,0.26,0.31
YDR146C,16,SWI5,1.49,0.75
YBL003C,16,HTA2,-1.15,-0.83
YLR286C,16,CTS1,-0.73,1.8
YDL101C,16,DUN1,-0.06,-0.8
YDR224C,16,HTB1,-1.24,-1.5
YLR274W,16,CDC46,0.36,0.41
YMR078C,16,CTF18,0.84,1.2
YDR225W,16,HTA1,-1.06,-1.7
YLR210W,16,CLB4,-0.61,-0.53
YMR076C,16,PDS5,0.04,
YKL185W,16,ASH1,1.31,1.48
YER001W,16,MNN1,-0.48,-0.67
YBR133C,16,HSL7,-0.14,0.15
YGL021W,16,ALK1,-0.13,-0.17
YJL158C,16,CIS3,-1.33,-0.17
YNL327W,16,EGT2,0.38,1.58
YBR009C,16,HHF1,-0.61,
YGL032C,16,AGA2,0.32,1.34
YJL157C,16,FAR1,0.98,0.83
YNL145W,16,MFA2,0.12,0.67
YGL038C,16,OCH1,0.49,0.49
YIL131C,16,FKH1,-0.07,0.37
YBL023C,16,MCM2,1.01,0.73
YIL123W,16,SIM1,-0.38,-0.51
YGL116W,16,CDC20,0.29,-0.21
YOR074C,16,CDC21,-0.45,0.75
YOL012C,16,HTA3,,
YNR044W,16,AGA1,0.7,1.16
YFL026W,16,STE2,0.4,1.3
YJL187C,16,SWE1,-0.28,-0.12
YJL194W,16,CDC6,-0.09,-0.14
YER070W,16,RNR1,,
YKL113C,16,RAD27,,
YNL172W,16,APC1,0.29,0.78
YBR083W,16,TEC1,1.73,0.01
YER095W,16,RAD51,-0.98,0.36
YNL289W,16,PCL1,-0.22,1.52
YML064C,16,TEM1,0.61,-0.41
YKL096W,16,CWP1,-1.02,-0.73
YNL192W,16,CHS1,,
YPR075C,16,OPY2,-1.0,-0.01
YER111C,16,SWI4,-0.49,0.01
YBR010W,16,HHT1,-0.78,-1.71
YJR092W,16,BUD4,-0.47,0.44
YGR109C,16,CLB6,0.55,0.88
YPR159W,17,KRE6,0.03,-0.52
YPR120C,17,CLB5,0.24,-0.11
YPR075C,17,OPY2,-0.01,-0.06
YPR119W,17,CLB2,-0.07,-0.17
YIL050W,17,PCL7,-0.17,-0.11
YPL256C,17,CLN2,-0.21,0.13
YER001W,17,MNN1,-0.67,-0.22
YER070W,17,RNR1,,
YER095W,17,RAD51,0.36,0.05
YER111C,17,SWI4,0.01,0.3
YFL026W,17,STE2,1.3,0.16
YGL021W,17,ALK1,-0.17,-0.46
YGL032C,17,AGA2,1.34,-0.12
YEL032W,17,MCM3,0.4,0.67
YGL038C,17,OCH1,0.49,-0.13
YGL201C,17,MCM6,0.26,0.0
YGR014W,17,MSB2,0.18,0.25
YGR041W,17,BUD9,0.11,0.52
YGR092W,17,DBF2,0.03,0.83
YGR099W,17,TEL2,,-0.39
YGR109C,17,CLB6,0.88,-0.11
YGR143W,17,SKN1,0.68,0.32
YGL116W,17,CDC20,-0.21,0.91
YDR507C,17,GIN4,,-0.52
YDR461W,17,MFA1,0.72,-0.53
YDR225W,17,HTA1,-1.7,-0.72
YAL040C,17,CLN3,0.11,-0.5
YBL002W,17,HTB2,-0.57,-0.84
YBL003C,17,HTA2,-0.83,-0.81
YBL023C,17,MCM2,0.73,-0.27
YBR009C,17,HHF1,,-0.28
YBR010W,17,HHT1,-1.71,-0.2
YBR083W,17,TEC1,0.01,1.53
YBR133C,17,HSL7,0.15,-0.14
YDL003W,17,MCD1,-0.57,0.62
YDL055C,17,PSA1,-1.31,-0.18
YDL056W,17,MBP1,1.27,-0.6
YDL101C,17,DUN1,-0.8,0.21
YDL127W,17,PCL2,0.31,0.71
YDL179W,17,PCL9,,-0.38
YDL227C,17,HO,0.36,-0.57
YDR146C,17,SWI5,0.75,-0.1
YDR224C,17,HTB1,-1.5,-0.31
YGR152C,17,RSR1,-0.82,0.58
YPR034W,17,ARP7,-0.33,0.43
YHL028W,17,WSC4,0.91,0.25
YHR152W,17,SPO12,,
YML064C,17,TEM1,-0.41,-0.26
YMR043W,17,MCM1,-0.8,0.0
YMR076C,17,PDS5,,-0.99
YMR078C,17,CTF18,1.2,-1.0
YMR199W,17,CLN1,-0.28,-0.39
YMR307W,17,GAS1,-0.76,-0.5
YNL068C,17,FKH2,,-0.28
YLR353W,17,BUD8,0.06,-0.24
YNL145W,17,MFA2,0.67,0.62
YNL192W,17,CHS1,,-0.28
YNL289W,17,PCL1,1.52,-0.43
YNL327W,17,EGT2,1.58,0.41
YNR044W,17,AGA1,1.16,2.45
YOR074C,17,CDC21,0.75,
YPL116W,17,HOS3,0.19,-0.64
YPL127C,17,HHO1,-0.85,-0.18
YNL172W,17,APC1,0.78,-0.3
YLR300W,17,EXG1,-0.31,-0.03
YLR286C,17,CTS1,1.8,1.8
YLR274W,17,CDC46,0.41,1.17
YIL026C,17,IRR1,-0.3,0.15
YIL123W,17,SIM1,-0.51,-0.89
YIL131C,17,FKH1,0.37,-0.63
YJL157C,17,FAR1,0.83,0.94
YJL158C,17,CIS3,-0.17,-0.94
YJL187C,17,SWE1,-0.12,-0.35
YJL194W,17,CDC6,-0.14,0.38
YJR092W,17,BUD4,0.44,-0.47
YKL096W,17,CWP1,-0.73,-0.63
YKL113C,17,RAD27,,
YKL185W,17,ASH1,1.48,1.23
YKL209C,17,STE6,,-0.74
YLR079W,17,SIC1,-0.4,1.63
YLR103C,17,CDC45,0.39,0.13
YLR131C,17,ACE2,-0.22,0.07
YLR182W,17,SWI6,-0.31,0.26
YLR210W,17,CLB4,-0.53,0.3
YHR061C,17,GIC1,-0.74,-0.7
YOL012C,17,HTA3,,-0.34
